2019-06-06 22:56:03,1136768746440286208,"b'RT @PlazaPublicaGT: Para finales de los a\xc3\xb1os 90, cuando las autoridades identificaban a Byron Berganza Espina como el principal narcotrafic\xe2\x80\xa6'"
2019-06-06 22:56:02,1136768740106915840,b'RT @ElCapoDelFollow: RT si esta tu pa\xc3\xads\xf0\x9f\x91\x87\n\nM\xc3\xa9xico\xf0\x9f\x87\xb2\xf0\x9f\x87\xbd\nUruguay\xf0\x9f\x87\xba\xf0\x9f\x87\xbe\nArgentina\xf0\x9f\x87\xa6\xf0\x9f\x87\xb7\nPer\xc3\xba\xf0\x9f\x87\xb5\xf0\x9f\x87\xaa\nBolivia\xf0\x9f\x87\xa7\xf0\x9f\x87\xb4\nEspa\xc3\xb1a\xf0\x9f\x87\xaa\xf0\x9f\x87\xb8\nBrasil\xf0\x9f\x87\xa7\xf0\x9f\x87\xb7\nVenezuela\xf0\x9f\x87\xbb\xf0\x9f\x87\xaa\nGuatemala\xf0\x9f\x87\xac\xf0\x9f\x87\xb9\nColombi\xe2\x80\xa6'
2019-06-06 22:55:49,1136768684842725376,"b'RT @alba_keneth: #AlertaAlbaKeneth \xe2\x9a\xa0 | Josue Davin Trigueros Carranza, de 17 a\xc3\xb1os de edad. Desapareci\xc3\xb3 el 28 de Mayo de 2019, en Zona 1, Mi\xe2\x80\xa6'"
2019-06-06 22:55:45,1136768667000147974,"b'RT @fpc_retro: Niver Arboleda gan\xc3\xb3 la Libertadores con el Nacional de Maturana, el Cali lo compr\xc3\xb3 en 1992 donde le fue bien. Fue bot\xc3\xadn de p\xe2\x80\xa6'"
2019-06-06 22:55:34,1136768624390225922,b'@nicholasvirzi Si eso si. Pero me refiero a internamente en Guatemala. Las personas que migran son familias que no han mejorado econ\xc3\xb3micamente por a\xc3\xb1os o d\xc3\xa9cadas. Cuando se queden generaran presi\xc3\xb3n a un sistema pol\xc3\xadtico incapaz de satisfacer sus demandas.'
2019-06-06 22:55:27,1136768595546050561,"b'RT @SoyFlordeMaria: @JkSandoval_ Estaba viendo los tuits, casi toda la familia de S\xc3\xa1nchez Cer\xc3\xa9n ocupaba puestos con altos salarios. En Guat\xe2\x80\xa6'"
2019-06-06 22:55:26,1136768590214860800,"b'RT @LeonKrauze: De acuerdo con reporte de @NickMiroff para el @washingtonpost, Mexico ha propuesto enviar 6mil efectivos de la Guardia Naci\xe2\x80\xa6'"
2019-06-06 22:55:22,1136768572645105664,"b'RT @GDiputado: As\xc3\xad, o m\xc3\xa1s claro???????\n@TSEGuatemala\n#TSE\n@OEA_oficial\n#OEA\n@Almagro_OEA2015\n@OEA_oficial\n#Guatemala\n#Jutiapa\n#Elecciones20\xe2\x80\xa6'"
2019-06-06 22:55:17,1136768551732338689,b'Juntos por una Guatemala de #BIEN \nVota por Alcaldes y Diputados de #BienestarNacional  @alfonsoportiyo https://t.co/MwCe6ognOw'
2019-06-06 22:55:10,1136768524318314496,b'RT @RCR750: Julio Borges: Terminamos reuni\xc3\xb3n del #GrupoDeLima en Guatemala con un compromiso firme de los pa\xc3\xadses de tomar acciones contra f\xe2\x80\xa6'
